Tiempo (s),Voltaje (V),Temperatura (C),Temperatura (K)
0.4389481544494629,0.000910492,22.614594172963905,295.7645941729639
1.8770904541015625,0.000910252,22.60863819228757,295.75863819228755
3.315425395965576,0.000911183,22.6317422572817,295.7817422572817
4.754045248031616,0.000911592,22.64189201281863,295.7918920128186
6.191749811172485,0.000909864,22.599009289940966,295.74900928994094
7.630802631378174,0.000874728,21.726706507889332,294.8767065078893
9.068952322006226,0.00080725,20.049602802081836,293.1996028020818
10.507959604263306,0.000704636,17.494706306937815,290.6447063069378
11.945773363113403,0.000591416,14.669850542774213,287.8198505427742
13.384803771972656,0.000477327,11.817765139183052,284.96776513918303
14.823027849197388,0.000366431,9.04104883177348,282.19104883177346
16.261399507522583,0.000259619,6.36344742563341,279.5134474256334
17.69981336593628,0.000164574,3.9791728207222263,277.1291728207222
19.13837504386902,8.0732e-05,1.8754292331294096,275.0254292331294
20.576956510543823,-5.863e-06,-0.2976318812975478,272.85236811870243
22.01521325111389,-8.9045e-05,-2.400107928982436,270.74989207101754
23.453487157821655,-0.000167432,-4.393111446997921,268.75688855300206
24.891772985458374,-0.00024583,-6.395741066714777,266.7542589332852
26.330888509750366,-0.000322919,-8.372670672583183,264.7773293274168
27.769275903701782,-0.000401735,-10.40087043572214,262.74912956427784
29.207561016082764,-0.000475411,-12.302666747535568,260.8473332524644
30.64573335647583,-0.000550228,-14.239470064402155,258.9105299355978
32.084667682647705,-0.000620658,-16.067781606961546,257.08221839303843
33.52340221405029,-0.000697223,-18.061047506216966,255.088952493783
34.96181678771973,-0.000771894,-20.010946502216996,253.13905349778298
36.400529623031616,-0.000845245,-21.93239087034081,251.21760912965917
37.83901882171631,-0.000919528,-23.884683476790713,249.26531652320926
39.27678298950195,-0.000998849,-25.97697817929739,247.1730218207026
40.7158727645874,-0.001075644,-28.01057901002895,245.13942098997103
42.15460658073425,-0.001148535,-29.948441105913787,243.2015588940862
43.592801570892334,-0.001219949,-31.854629664669773,241.2953703353302
45.03203320503235,-0.001296975,-33.91943850944756,239.23056149055242
46.469982862472534,-0.001376462,-36.06024233484496,237.08975766515502
47.9088454246521,-0.001448284,-38.00370794306323,235.14629205693674
49.347415924072266,-0.001510328,-39.689771327161594,233.46022867283838
50.785589933395386,-0.00157144,-41.35719564099503,231.79280435900495
52.224106788635254,-0.001629526,-42.94835144842065,230.20164855157932
53.66173815727234,-0.001691329,-44.64820804164654,228.50179195835344
55.10089063644409,-0.001746494,-46.17159788365299,226.97840211634698
56.538729429244995,-0.001812087,-47.99059895204837,225.1594010479516
57.97794699668884,-0.001871001,-49.63158314605104,223.51841685394893
59.41582989692688,-0.001928752,-51.24690665466974,221.90309334533023
60.855051040649414,-0.001987194,-52.888458837035756,220.26154116296422
62.29338836669922,-0.002048884,-54.62890430606572,218.52109569393426
63.73170185089111,-0.002109514,-56.34724860822615,216.80275139177382
65.17099905014038,-0.002167245,-57.99075397122252,215.15924602877746
66.60901284217834,-0.002225143,-59.64632293705307,213.5036770629469
68.04805278778076,-0.00228682,-61.41816264399927,211.7318373560007
69.48574423789978,-0.002348644,-63.20290882739488,209.9470911726051
70.92488145828247,-0.002408405,-64.9365522278625,208.21344777213747
72.36330509185791,-0.002462073,-66.50068464617931,206.64931535382067
73.80182003974915,-0.002518809,-68.16186297245196,204.98813702754802
75.24008250236511,-0.002569503,-69.65292633922883,203.49707366077115
76.67839932441711,-0.002621507,-71.18933969665161,201.96066030334836
78.1167471408844,-0.002671563,-72.67488096849513,200.47511903150485
79.5547890663147,-0.002715096,-73.97228904831795,199.17771095168203
80.99397110939026,-0.002775779,-75.78950205547696,197.36049794452302
82.43294334411621,-0.002836713,-77.62470227893226,195.52529772106772
83.8712432384491,-0.002894757,-79.38293372267756,193.7670662773224
85.30916118621826,-0.002948718,-81.02657981725417,192.1234201827458
86.74756574630737,-0.003000387,-82.60887562422678,190.5411243757732
88.18604373931885,-0.003041177,-83.86402710626669,189.2859728937333
89.6250410079956,-0.003077737,-84.99363539642883,188.15636460357115
91.06419157981873,-0.003136912,-86.83148431864709,186.3185156813529
92.50204062461853,-0.003197543,-88.72710177975259,184.4228982202474
93.94088959693909,-0.003241013,-90.09425115490555,183.05574884509443
95.37984204292297,-0.003283541,-91.438482174737,181.71151782526297
96.81809997558594,-0.00333276,-93.0027058164257,180.14729418357427
98.25684189796448,-0.003366326,-94.0748240346353,179.07517596536468
99.69528484344482,-0.003407409,-95.39310010635498,177.756899893645
101.13363480567932,-0.003460145,-97.09532049991853,176.05467950008145
102.5727174282074,-0.00351062,-98.73541056003711,174.41458943996287
104.01133632659912,-0.003556561,-100.23767147631784,172.91232852368213
105.4498975276947,-0.003601372,-101.71193843624633,171.43806156375365
106.88817715644836,-0.003644643,-103.14415282300482,170.00584717699516
108.32582521438599,-0.003685015,-104.48823467474628,168.6617653252537
109.76512169837952,-0.003726841,-105.88887906058613,167.26112093941384
111.20336103439331,-0.003767747,-107.26693355545387,165.8830664445461
112.64147210121155,-0.003808684,-108.65436297390403,164.49563702609595
114.08042788505554,-0.003846417,-109.94075432055766,163.20924567944232
115.51883840560913,-0.003886505,-111.31555062911295,161.83444937088703
116.95722389221191,-0.003925275,-112.65328310189764,160.49671689810233
118.39531636238098,-0.003963196,-113.96963711987775,159.18036288012223
